ID	Pathway Number for MaAsLin	MLDAfe	MLDIgar	MLDIgua	MLDRV	Merged_LrAfef	Merged_LrIgarf	Merged_LrNEs1f	Merged_LrNEs2f	Merged_LrRVf	Merged_LrStH1f	Merged_LrStH2f	P1	P2	P3	P4	P7	P8	PoolRosalia	SAfe	SIgar	SIgua
PWY-2941: L-lysine biosynthesis II|g__Leuconostoc.s__Leuconostoc_citreum	494	0	0	0	0	0	0	0	0	0	0	0	0	41.9566	35.1711	20.3324	35.2299	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II|unclassified	495	0	0	0	0	0	27.5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III	496	59.2462	104.852	43.6815	0	0	203.585	0	0	0	50.0924	0	0	171.467	91.4405	104.623	153.003	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_biavatii	497	0	41.3068	0	0	0	98.0132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Burkholderia.s__Burkholderia_vietnamiensis	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9518	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Leuconostoc.s__Leuconostoc_citreum	499	0	0	0	0	0	0	0	0	0	0	0	0	43.7904	32.6648	18.8901	36.6633	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Pseudomonas.s__Pseudomonas_helleri	500	0	0	0	0	0	0	0	0	0	0	0	0	18.2047	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Serratia.s__Serratia_marcescens	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.482	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|unclassified	502	58.0637	0	37.0803	0	0	46.2564	0	0	0	47.9999	0	0	0	0	11.4773	20.1141	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I	503	72.4629	208.311	104.528	0	0	245.922	0	136.673	0	0	0	90.8589	149.676	136.007	106.111	176.655	0	0	144.228	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_biavatii	504	0	0	67.0001	0	0	122.503	0	43.1871	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Burkholderia.s__Burkholderia_vietnamiensis	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8619	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Citrobacter.s__Citrobacter_europaeus	506	0	0	0	0	0	0	0	0	0	0	0	5.25164	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Citrobacter.s__Citrobacter_portucalensis	507	0	0	0	0	0	0	0	0	0	0	0	6.86295	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Escherichia.s__Escherichia_coli	508	0	0	0	0	0	0	0	0	0	0	0	0	21.2686	0	8.60078	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Ewingella.s__Ewingella_americana	509	0	0	0	0	0	0	0	0	0	0	0	23.4043	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Kluyvera.s__Kluyvera_ascorbata	510	0	0	0	0	0	0	0	0	0	0	0	5.6843	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Pseudomonas.s__Pseudomonas_helleri	511	0	0	0	0	0	0	0	0	0	0	0	0	16.45	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Serratia.s__Serratia_marcescens	512	0	0	0	0	0	0	0	0	0	0	0	0	0	94.9425	38.1839	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	513	0	65.2133	0	0	0	67.1587	0	0	0	0	0	18.4343	8.90226	0	21.9619	68.9082	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)	514	0	0	0	0	0	0	0	0	0	21.3032	0	33.4854	12.4578	23.6808	24.5411	165.825	218.889	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Burkholderia.s__Burkholderia_vietnamiensis	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.2759	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Paraburkholderia.s__Paraburkholderia_fungorum	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.3042	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Paraburkholderia.s__Paraburkholderia_insulsa	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.127	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Pseudomonas.s__Pseudomonas_helleri	518	0	0	0	0	0	0	0	0	0	0	0	0	10.1288	0	0	0	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|unclassified	519	0	0	0	0	0	0	0	0	0	21.3032	0	0	0	0	15.537	100.501	0	0	0	0	0
PWY-3801: sucrose degradation II (sucrose synthase)	520	0	0	0	0	0	0	0	0	0	0	0	41.7525	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II	521	111.141	91.0901	0	0	0	103.369	0	112.144	0	23.0869	0	61.3318	160.06	127.891	113.422	183.73	158.307	0	0	0	0
PWY-3841: folate transformations II|g__Bifidobacterium.s__Bifidobacterium_biavatii	522	0	55.6309	0	0	0	76.6478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II|g__Burkholderia.s__Burkholderia_vietnamiensis	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.367	0	0	0	0	0
PWY-3841: folate transformations II|g__Enterococcus.s__Enterococcus_italicus	524	0	0	0	0	0	0	0	0	0	0	0	0	33.5146	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II|g__Escherichia.s__Escherichia_coli	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48091	0	0	0	0	0	0
PWY-3841: folate transformations II|g__Kluyvera.s__Kluyvera_ascorbata	526	0	0	0	0	0	0	0	0	0	0	0	14.3951	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II|g__Leuconostoc.s__Leuconostoc_citreum	527	0	0	0	0	0	0	0	0	0	0	0	0	53.2342	0	19.8443	27.382	0	0	0	0	0
PWY-3841: folate transformations II|g__Paraburkholderia.s__Paraburkholderia_insulsa	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.942	0	0	0	0
PWY-3841: folate transformations II|g__Pseudomonas.s__Pseudomonas_helleri	529	0	0	0	0	0	0	0	0	0	0	0	0	32.0021	0	0	22.6845	0	0	0	0	0
PWY-3841: folate transformations II|g__Serratia.s__Serratia_marcescens	530	0	0	0	0	0	0	0	0	0	0	0	0	0	48.1044	41.7661	0	0	0	0	0	0
PWY-3841: folate transformations II|unclassified	531	61.2909	0	0	0	0	19.587	0	0	0	23.0869	0	0	0	0	18.3671	66.4237	0	0	0	0	0
"PWY-4041: &gamma;-glutamyl cycle"	532	0	116.573	0	0	0	54.9574	0	0	0	0	0	27.9308	30.7171	89.3569	61.9098	0	0	0	87.9282	0	0
"PWY-4041: &gamma;-glutamyl cycle|g__Bifidobacterium.s__Bifidobacterium_biavatii"	533	0	0	0	0	0	48.7052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-4041: &gamma;-glutamyl cycle|g__Citrobacter.s__Citrobacter_europaeus"	534	0	0	0	0	0	0	0	0	0	0	0	6.34133	0	0	0	0	0	0	0	0	0
"PWY-4041: &gamma;-glutamyl cycle|g__Citrobacter.s__Citrobacter_portucalensis"	535	0	0	0	0	0	0	0	0	0	0	0	8.74555	0	0	0	0	0	0	0	0	0
"PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli"	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8137	0	0	0	0	0	0
"PWY-4041: &gamma;-glutamyl cycle|g__Serratia.s__Serratia_marcescens"	537	0	0	0	0	0	0	0	0	0	0	0	0	0	77.7783	35.9606	0	0	0	0	0	0
"PWY-4041: &gamma;-glutamyl cycle|unclassified"	538	0	44.2228	0	0	0	0	0	0	0	0	0	0	13.9618	0	11.963	0	0	0	82.5018	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III	539	0	0	0	0	0	0	0	0	0	0	0	49.8596	151.662	0	72.7354	105.823	62.0245	0	0	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Ewingella.s__Ewingella_americana	540	0	0	0	0	0	0	0	0	0	0	0	22.2079	0	0	0	0	0	0	0	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Leuconostoc.s__Leuconostoc_citreum	541	0	0	0	0	0	0	0	0	0	0	0	0	38.9398	0	18.5391	44.7542	0	0	0	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Paraburkholderia.s__Paraburkholderia_insulsa	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.1809	0	0	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Pseudomonas.s__Pseudomonas_helleri	543	0	0	0	0	0	0	0	0	0	0	0	0	33.7486	0	0	0	0	0	0	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Serratia.s__Serratia_marcescens	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.89064	0	0	0	0	0	0
PWY-4242: pantothenate and coenzyme A biosynthesis III|unclassified	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9818	26.6706	0	0	0	0	0
PWY-4321: L-glutamate degradation IV	546	0	0	0	0	0	0	0	0	0	0	0	0	48.9701	0	13.6684	40.091	0	0	0	0	0
PWY-4321: L-glutamate degradation IV|unclassified	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24587	0	0	0	0	0	0
PWY-4702: phytate degradation I	548	0	0	0	0	0	0	0	0	0	0	0	0	57.1666	0	19.821	0	0	0	0	0	0
PWY-4702: phytate degradation I|g__Escherichia.s__Escherichia_coli	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94139	0	0	0	0	0	0
PWY-4702: phytate degradation I|g__Serratia.s__Serratia_marcescens	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1734	0	0	0	0	0	0
PWY-4702: phytate degradation I|unclassified	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70625	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)	552	0	0	0	0	0	0	0	0	0	0	0	48.9629	80.8676	0	42.4504	106.765	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Enterococcus.s__Enterococcus_faecalis	553	0	0	0	0	0	0	0	0	0	0	0	0	19.7835	0	14.6163	21.7333	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Escherichia.s__Escherichia_coli	554	0	0	0	0	0	0	0	0	0	0	0	0	11.8531	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Leuconostoc.s__Leuconostoc_citreum	555	0	0	0	0	0	0	0	0	0	0	0	0	12.6372	0	8.95347	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Pseudomonas.s__Pseudomonas_helleri	556	0	0	0	0	0	0	0	0	0	0	0	0	20.1459	0	0	16.9856	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified	557	0	0	0	0	0	0	0	0	0	0	0	0	7.50372	0	11.0889	31.1663	0	0	0	0	0
PWY-4984: urea cycle	558	0	0	0	0	0	0	0	0	0	0	0	21.451	0	0	0	0	0	0	0	0	0
PWY-5028: L-histidine degradation II	559	0	0	0	0	0	0	0	0	0	0	0	19.9676	0	0	20.6545	0	0	0	0	0	0
PWY-5028: L-histidine degradation II|g__Ewingella.s__Ewingella_americana	560	0	0	0	0	0	0	0	0	0	0	0	19.2211	0	0	0	0	0	0	0	0	0
PWY-5028: L-histidine degradation II|g__Serratia.s__Serratia_marcescens	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2747	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	562	0	0	0	0	0	0	0	0	0	0	0	63.846	14.5179	65.4049	52.1225	78.526	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Escherichia.s__Escherichia_coli	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71427	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Ewingella.s__Ewingella_americana	564	0	0	0	0	0	0	0	0	0	0	0	22.677	0	0	0	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|g__Serratia.s__Serratia_marcescens	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.3992	0	0	0	0	0	0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	566	0	0	0	0	0	0	0	0	0	0	0	5.96684	0	0	14.4141	58.7476	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI	567	0	0	45.4555	0	0	205.507	0	0	0	43.2727	0	61.2708	104.752	96.7597	97.1297	140.943	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Bifidobacterium.s__Bifidobacterium_biavatii	568	0	0	0	0	0	92.4283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Burkholderia.s__Burkholderia_vietnamiensis	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6471	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Pseudomonas.s__Pseudomonas_helleri	570	0	0	0	0	0	0	0	0	0	0	0	0	18.2205	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|g__Serratia.s__Serratia_marcescens	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.6521	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI|unclassified	572	0	0	39.2267	0	0	65.8189	0	0	0	41.9196	0	0	9.71556	0	11.945	31.2513	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II	573	0	0	0	0	0	0	0	0	0	0	0	42.7436	145.359	42.1285	41.5192	148.868	0	0	119.905	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Bifidobacterium.s__Bifidobacterium_callitrichos	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.6502	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Enterococcus.s__Enterococcus_italicus	575	0	0	0	0	0	0	0	0	0	0	0	0	21.3842	0	0	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Escherichia.s__Escherichia_coli	576	0	0	0	0	0	0	0	0	0	0	0	0	7.34911	0	2.48562	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Serratia.s__Serratia_marcescens	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.3073	0	0	0	0	0	0
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7238	75.5762	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III	579	86.3045	251.549	186.575	0	0	259.392	0	155.218	0	0	0	77.2485	117.841	133.239	92.4604	170.517	156.214	0	253.827	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_biavatii	580	76.9309	134.504	100.356	0	0	135.64	0	55.0126	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_callitrichos	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.352	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_catulorum	582	0	32.1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_tissieri	583	0	0	0	0	0	20.8322	0	22.4212	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Burkholderia.s__Burkholderia_vietnamiensis	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2644	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Citrobacter.s__Citrobacter_europaeus	585	0	0	0	0	0	0	0	0	0	0	0	6.01892	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Citrobacter.s__Citrobacter_portucalensis	586	0	0	0	0	0	0	0	0	0	0	0	7.48567	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Enterococcus.s__Enterococcus_italicus	587	0	0	0	0	0	0	0	0	0	0	0	0	17.6688	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Escherichia.s__Escherichia_coli	588	0	0	0	0	0	0	0	0	0	0	0	0	48.5753	0	9.57427	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Kluyvera.s__Kluyvera_ascorbata	589	0	0	0	0	0	0	0	0	0	0	0	4.81441	0	0	0	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Paraburkholderia.s__Paraburkholderia_insulsa	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.379	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Pseudomonas.s__Pseudomonas_helleri	591	0	0	0	0	0	0	0	0	0	0	0	0	23.5356	0	0	15.348	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|g__Serratia.s__Serratia_marcescens	592	0	0	0	0	0	0	0	0	0	0	0	0	0	103.958	44.9161	0	0	0	0	0	0
PWY-5103: L-isoleucine biosynthesis III|unclassified	593	0	0	0	0	0	34.5004	0	0	0	0	0	11.202	6.0321	0	27.1749	104.939	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV	594	0	0	0	0	0	0	0	0	0	0	0	32.771	35.0199	0	50.7959	53.8768	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Citrobacter.s__Citrobacter_europaeus	595	0	0	0	0	0	0	0	0	0	0	0	5.91617	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Citrobacter.s__Citrobacter_portucalensis	596	0	0	0	0	0	0	0	0	0	0	0	6.18743	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Escherichia.s__Escherichia_coli	597	0	0	0	0	0	0	0	0	0	0	0	0	14.9678	0	13.2752	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Kluyvera.s__Kluyvera_ascorbata	598	0	0	0	0	0	0	0	0	0	0	0	9.57704	0	0	0	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|g__Serratia.s__Serratia_marcescens	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.5555	0	0	0	0	0	0
PWY-5104: L-isoleucine biosynthesis IV|unclassified	600	0	0	0	0	0	0	0	0	0	0	0	0	7.16649	0	9.06747	48.7956	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8219	30.0279	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)"	602	0	0	0	0	0	0	0	0	0	0	0	69.8816	42.4801	35.4727	82.6293	76.2797	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Burkholderia.s__Burkholderia_vietnamiensis"	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0573	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Citrobacter.s__Citrobacter_portucalensis"	604	0	0	0	0	0	0	0	0	0	0	0	5.08162	0	0	0	0	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Citrobacter.s__Citrobacter_youngae"	605	0	0	0	0	0	0	0	0	0	0	0	7.30068	0	0	0	0	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Ewingella.s__Ewingella_americana"	606	0	0	0	0	0	0	0	0	0	0	0	15.0513	0	0	0	0	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Kluyvera.s__Kluyvera_ascorbata"	607	0	0	0	0	0	0	0	0	0	0	0	10.5426	0	0	0	0	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Pseudomonas.s__Pseudomonas_helleri"	608	0	0	0	0	0	0	0	0	0	0	0	0	15.4606	0	0	11.752	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|g__Serratia.s__Serratia_marcescens"	609	0	0	0	0	0	0	0	0	0	0	0	0	0	34.9263	18.7882	0	0	0	0	0	0
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified"	610	0	0	0	0	0	0	0	0	0	0	0	16.2182	5.37739	0	26.8434	23.7065	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation"	611	0	0	0	0	0	0	0	0	0	0	0	82.904	37.5697	35.9883	41.4813	44.2211	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Citrobacter.s__Citrobacter_europaeus"	612	0	0	0	0	0	0	0	0	0	0	0	16.0355	0	0	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Citrobacter.s__Citrobacter_portucalensis"	613	0	0	0	0	0	0	0	0	0	0	0	6.89602	0	0	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Citrobacter.s__Citrobacter_youngae"	614	0	0	0	0	0	0	0	0	0	0	0	11.3615	0	0	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Escherichia.s__Escherichia_coli"	615	0	0	0	0	0	0	0	0	0	0	0	0	6.80038	0	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Ewingella.s__Ewingella_americana"	616	0	0	0	0	0	0	0	0	0	0	0	20.633	0	0	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Kluyvera.s__Kluyvera_ascorbata"	617	0	0	0	0	0	0	0	0	0	0	0	15.6492	0	0	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Pseudomonas.s__Pseudomonas_helleri"	618	0	0	0	0	0	0	0	0	0	0	0	0	21.2685	0	0	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|g__Serratia.s__Serratia_marcescens"	619	0	0	0	0	0	0	0	0	0	0	0	0	0	35.9883	20.3568	0	0	0	0	0	0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified"	620	0	0	0	0	0	0	0	0	0	0	0	10.1839	2.71257	0	21.1158	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	621	0	0	0	0	0	14.0274	0	0	0	0	0	50.9323	73.3579	100.519	77.0292	122.948	95.6252	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Ewingella.s__Ewingella_americana	622	0	0	0	0	0	0	0	0	0	0	0	23.5091	0	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Paraburkholderia.s__Paraburkholderia_insulsa	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.0849	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Pseudomonas.s__Pseudomonas_helleri	624	0	0	0	0	0	0	0	0	0	0	0	0	14.7619	0	0	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Serratia.s__Serratia_marcescens	625	0	0	0	0	0	0	0	0	0	0	0	0	0	58.4552	33.4827	0	0	0	0	0	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified	626	0	0	0	0	0	12.6641	0	0	0	0	0	0	8.02013	0	12.9782	44.1349	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis	627	0	0	0	0	0	0	0	0	0	0	0	41.3707	48.9959	96.46	101.372	96.4997	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Burkholderia.s__Burkholderia_vietnamiensis	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.7947	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Citrobacter.s__Citrobacter_europaeus	629	0	0	0	0	0	0	0	0	0	0	0	2.79015	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Citrobacter.s__Citrobacter_portucalensis	630	0	0	0	0	0	0	0	0	0	0	0	3.21809	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Escherichia.s__Escherichia_coli	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65646	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Ewingella.s__Ewingella_americana	632	0	0	0	0	0	0	0	0	0	0	0	10.0228	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Kluyvera.s__Kluyvera_ascorbata	633	0	0	0	0	0	0	0	0	0	0	0	13.9055	0	0	0	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Pseudomonas.s__Pseudomonas_helleri	634	0	0	0	0	0	0	0	0	0	0	0	0	24.5298	0	0	13.353	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|g__Serratia.s__Serratia_marcescens	635	0	0	0	0	0	0	0	0	0	0	0	0	0	86.0079	57.5826	0	0	0	0	0	0
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6018	33.6333	0	0	0	0	0
PWY-5177: glutaryl-CoA degradation	637	0	0	0	0	0	0	0	0	0	0	0	0	48.1144	0	0	24.6514	0	0	0	0	0
PWY-5179: toluene degradation V (aerobic) (via toluene-cis-diol)	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.4574	0	0	0	0	0
PWY-5179: toluene degradation V (aerobic) (via toluene-cis-diol)|unclassified	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7753	0	0	0	0	0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	640	0	0	0	0	0	0	0	0	0	0	0	0	30.781	0	40.8652	36.0105	0	0	0	0	0
PWY-5182: toluene degradation II (aerobic) (via 4-methylcatechol)	641	0	0	0	0	0	0	0	0	0	0	0	0	30.781	0	40.8652	36.0105	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	642	0	0	0	0	0	0	0	0	0	0	0	66.1646	43.606	37.0981	64.6682	44.9194	0	0	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Escherichia.s__Escherichia_coli	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9116	0	0	0	0	0	0
